block_height,operator_address,jailed,status,tokens,commission_rate,delegator_shares,self_bonded,propose,vote,validators_count_per_block,total_token_amt_per_block,total_self_bonded_amt_per_block,tokens_proportion,voting_power_score,comission_score,self_bonded_score,vote_propose_score,score
7050219,oraivaloper1qv5jn7tueeqw7xqdn5rem7s09n7zletreera88,0,BOND_STATUS_BONDED,6465613643,3.00000008E16,6465613643000000000000000000,200000000000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.008045,0.7465824999999999,0.0,0.0,0.6327160493827161,9.250106697530864
7050219,oraivaloper1zwxeq68hunufljymhy0f0x7r2vvh9mu2hh8nt8,0,BOND_STATUS_BONDED,195109566,3.00000008E16,195109566000000000000000000,119795626000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.000243,0.9923455,0.0,0.0,0.6172839506172839,11.400245302469136
7050219,oraivaloper1rqq57xt5r5pnuguffcrltnvkul7n0jdxxdgey0,0,BOND_STATUS_BONDED,10193633794,9.9999998E16,10193633794000000000000000000,2002000000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.012684,0.6004539999999999,0.0,0.0,0.6419753086419753,7.971987234567901
7050219,oraivaloper1yc9nysml8dxy447hp3aytr0nssr9pd9a47l7gx,0,BOND_STATUS_BONDED,11570260373,4.9999999E16,11571379885310393000000000000,183501615510551720000000000,0,1,63,803633670647,49464711873402695192616029500,0.014397,0.5464945,0.0,0.0,0.6450617283950617,7.498697413580246
7050219,oraivaloper1yujklf8xlcngsdylgqj352pj9x3yvrrwf3spc8,0,BOND_STATUS_BONDED,1006050000,3.00000008E16,1006050000000000000000000000,2000000000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.001252,0.960562,0.0,0.0,0.602880658436214,11.056580633744856
7050219,oraivaloper1xsptthm2ylfw0salut97ldfan2jt032nye7s00,0,BOND_STATUS_BONDED,2881811000,4.9999999E16,2881811000000000000000000000,255740000000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.003586,0.887041,0.0,0.0,0.6234567901234568,10.477196160493827
7050219,oraivaloper1xesqr8vjvy34jhu027zd70ypl0nnev5euy9nyl,0,BOND_STATUS_BONDED,97638571619,3.00000008E16,97638571619000000000000000000,6378650000000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.121496,0.0,0.0,0.6031207687642177,0.8518518518518519,4.613648944935843
7050219,oraivaloper18tf4uwrkcd4qk87jz3n0ruhsdzeg3fmdsdaw04,0,BOND_STATUS_BONDED,281015482,1.00000003E16,281015482000000000000000000,2000000000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.000350,0.988975,0.0,0.0,0.6172839506172839,11.369910802469137
7050219,oraivaloper1f6q9wjn8qp3ll8y8ztd8290vtec2yxyxxygyy2,0,BOND_STATUS_BONDED,76912062697,3.00000008E16,76912062697000000000000000000,309500000000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.095705,0.0,0.0,0.0,0.8024691358024691,3.2098765432098766
7050219,oraivaloper12ru3276mkzuuay6vhmg3t6z9hpvrsnplm2994n,0,BOND_STATUS_BONDED,43235585830,3.00000008E16,43235585830000000000000000000,972508660000000000000000000,0,1,63,803633670647,49464711873402695192616029500,0.053800,0.0,0.0,0.010965985300954356,0.7191358024691358,2.8984751804784517
