block_height,operator_address,jailed,status,tokens,commission_rate,delegator_shares,self_bonded,propose,vote,validators_count_per_block,total_token_amt_per_block,total_self_bonded_amt_per_block,tokens_proportion,voting_power_score,comission_score,self_bonded_score,vote_propose_score,score
7050367,oraivaloper1qv5jn7tueeqw7xqdn5rem7s09n7zletreera88,0,BOND_STATUS_BONDED,6465613643,3.00000008E16,6465613643000000000000000000,200000000000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.008045,0.7465824999999999,0.0,0.0,0.6346749226006192,9.257942190402476
7050367,oraivaloper1zwxeq68hunufljymhy0f0x7r2vvh9mu2hh8nt8,0,BOND_STATUS_BONDED,195209566,3.00000008E16,195209566000000000000000000,119795626000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.000243,0.9923455,0.0,0.0,0.6191950464396285,11.407889685758514
7050367,oraivaloper1rqq57xt5r5pnuguffcrltnvkul7n0jdxxdgey0,0,BOND_STATUS_BONDED,10193633794,9.9999998E16,10193633794000000000000000000,2002000000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.012684,0.6004539999999999,0.0,0.0,0.6439628482972136,7.9799373931888535
7050367,oraivaloper1yc9nysml8dxy447hp3aytr0nssr9pd9a47l7gx,0,BOND_STATUS_BONDED,11570260373,4.9999999E16,11571379885310393000000000000,183501615510551720000000000,0,1,63,803636860647,49464711873402695192616029500,0.014397,0.5464945,0.0,0.0,0.6501547987616099,7.519069695046439
7050367,oraivaloper1yujklf8xlcngsdylgqj352pj9x3yvrrwf3spc8,0,BOND_STATUS_BONDED,1006050000,3.00000008E16,1006050000000000000000000000,2000000000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.001252,0.960562,0.0,0.0,0.6181630546955624,11.11771021878225
7050367,oraivaloper1xsptthm2ylfw0salut97ldfan2jt032nye7s00,0,BOND_STATUS_BONDED,2881811000,4.9999999E16,2881811000000000000000000000,255740000000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.003586,0.887041,0.0,0.0,0.6253869969040248,10.4849169876161
7050367,oraivaloper1xesqr8vjvy34jhu027zd70ypl0nnev5euy9nyl,0,BOND_STATUS_BONDED,97639601619,3.00000008E16,97639601619000000000000000000,6378650000000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.121497,0.0,0.0,0.6031207687642177,0.8575851393188855,4.636582094803977
7050367,oraivaloper18tf4uwrkcd4qk87jz3n0ruhsdzeg3fmdsdaw04,0,BOND_STATUS_BONDED,281015482,1.00000003E16,281015482000000000000000000,2000000000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.000350,0.988975,0.0,0.0,0.6191950464396285,11.377555185758515
7050367,oraivaloper1f6q9wjn8qp3ll8y8ztd8290vtec2yxyxxygyy2,0,BOND_STATUS_BONDED,76912062697,3.00000008E16,76912062697000000000000000000,309500000000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.095705,0.0,0.0,0.0,0.804953560371517,3.219814241486068
7050367,oraivaloper12ru3276mkzuuay6vhmg3t6z9hpvrsnplm2994n,0,BOND_STATUS_BONDED,43235585830,3.00000008E16,43235585830000000000000000000,972508660000000000000000000,0,1,63,803636860647,49464711873402695192616029500,0.053800,0.0,0.0,0.010965985300954356,0.7244582043343654,2.91976478793937
